students file: ../12000_students/m_students.txt, start: 06:30:00, end: 23:59:00, N: 50
--------CROWDED EDGES--------
1640104233_1640104237 91
835352929_835352905 91
1640109957_1640104233 90
1640110025_1640109957 89
7231742797_5667358719 89
7231742789_7231742797 82
552449847_1649972124 81
1649972349_1649972459 79
1649972016_1533476090 79
1649972459_1533467002 79
1649972070_1510920478 78
6808322566_6808322562 78
6766624209_1568670974 77
1640109952_1640118156 75
1640109950_1640109952 74
1640104237_1649972349 73
6779375099_835353029 73
835353018_552450457 73
7231742789_1649972070 73
7218580514_1640118163 73
1658513408_1650035996 70
1640110041_1640109938 70
835352905_835352929 70
1640118156_1640118197 69
1640110022_1640118234 69
1649972061_5667387940 69
1533476118_1649972016 68
1658501588_3203441285 68
1640118120_1510920467 67
1510920362_1510920511 67
1649972041_1640109950 66
6789545859_1640110041 66
1649972225_7218580514 65
1510920467_1510920362 63
835352961_552449847 63
1650036169_1650036344 62
1650036344_6808309477 62
1650036064_1650036363 62
1640109958_1640118197 61
1510920388_2155232275 61
1640104235_1640104237 60
1640104234_1640104235 59
1649972260_6808154773 59
835352970_1640118120 59
1649972323_1649972266 59
1640109938_1649972061 59
1640118120_835352970 59
1649972097_1640110025 57
1649972124_552449847 57
7231742810_7231742819 56
--------LATE PERCENTAGE--------
percent late: 0.0
number late: 0
total classes: 18665
--------TIME--------
18:54:08.200404
