students file: ../12000_students/m_students.txt, start: 06:30:00, end: 23:59:00, N: 50
--------CROWDED EDGES--------
1640109957_1640104233 92
1640104233_1640104237 91
835352929_835352905 91
1640110025_1640109957 89
7231742797_5667358719 89
1649972070_1510920478 86
552449847_1649972124 85
7231742789_7231742797 82
6779375099_835353029 81
835353018_552450457 81
7231742789_1649972070 81
1510920362_1510920511 80
1649972349_1649972459 79
1649972016_1533476090 79
1649972459_1533467002 79
6808322566_6808322562 79
1640109952_1640118156 75
1640104237_1649972349 73
1640109950_1640109952 72
6789545859_1640110041 72
1640110041_1640109938 72
1533476118_1649972016 71
1658513408_1650035996 70
1640118156_1640118197 69
1640118120_1510920467 69
1640110022_1640118234 69
7218580514_1640118163 69
1649972061_5667387940 69
1658501588_3203441285 68
1649972041_1640109950 65
6766624209_1568670974 65
1510920467_1510920362 63
835352961_552449847 63
1650036064_1650036363 63
1640109958_1640118197 62
835352905_835352929 62
1650036169_1650036344 61
1650036344_6808309477 61
1510920388_2155232275 61
1640104234_1640104235 60
1640104235_1640104237 60
1649972225_7218580514 60
1649972260_6808154773 59
835352970_1640118120 59
1649972323_1649972266 59
1640109938_1649972061 59
1640118252_1658501579 58
1649972097_1640110025 57
835353029_835353018 55
7231742810_7231742819 55
--------LATE PERCENTAGE--------
percent late: 0.0
number late: 0
total classes: 18665
--------TIME--------
19:09:24.253707
