students file: ../12_students/r_students.txt, start: 07:30:00, end: 21:30:00, N: 50
--------CROWDED EDGES--------
1533467002_6779375098 5
552449847_1533467002 3
1640104237_1649972349 2
1649972349_1649972459 2
1649972459_1533467002 2
1640109952_1640118156 2
1640118156_1640118197 2
1640118197_1533476114 2
1658513408_1650035996 2
1650035996_1640104238 2
1640104238_1640104234 2
1533476114_1649972206 2
1649972206_1533476118 2
1640104234_1640104235 2
1533476118_1649972016 2
1640104235_1640104237 2
1649972016_1533476090 2
1533476090_4188372130 2
4188372130_552450062 2
552450062_6766624209 2
6766624209_1568670974 2
1568670974_552449847 2
1640110011_1640110000 1
1640110000_1640109960 1
1640109960_1640110008 1
1640110008_1640109966 1
1640109966_1640109993 1
1640109993_1640109968 1
1640109968_1650035939 1
1650035939_1640109980 1
1640109980_181657835 1
181657835_1649972097 1
1649972097_1640110025 1
1649972001_1649972402 1
1640110025_1640109957 1
1649972402_1640118127 1
1640109957_1640104233 1
1640118127_1640110039 1
1640110039_1640110051 1
1640118136_1640118224 1
1640110051_1640110042 1
1640104233_1640104237 1
1640110042_1640110019 1
1640118224_1658519760 1
1658519760_1649971999 1
1640110019_6789545860 1
1649971999_1658501943 1
1658501943_1640110053 1
5666977132_5669704974 1
1640110053_1640109972 1
--------LATE PERCENTAGE--------
percent late: 0.0
number late: 0
total classes: 20
--------TIME--------
0:00:18.814362
