students file: ../600_students/f_students.txt, start: 06:30:00, end: 23:59:00, N: 50
--------CROWDED EDGES--------
1533467002_6779375098 14
1649972016_1533476090 8
1533476090_4188372130 8
4188372130_552450062 7
1640110025_1640109957 7
552450062_6766624209 7
6766624209_1568670974 7
1568670974_552449847 7
1640104237_1649972349 7
552449847_1533467002 7
1649972349_1649972459 7
1649972459_1533467002 7
1649972260_6808154773 6
1640118178_1649972065 5
1640109952_1640118156 5
1640118156_1640118197 5
1640118197_1533476114 5
1533476114_1649972206 5
1649972206_1533476118 5
1533476118_1649972016 5
1640104233_1640104237 5
6808309463_181627258 5
1640110010_1640109957 5
1649972065_1640118208 4
1640118208_1649972123 4
1649972123_1640118228 4
1640118228_1658519782 4
1658519782_4188372095 4
4188372095_1658501890 4
1658501890_1658519788 4
1658519788_1650036145 4
1650036145_4188372208 4
4188372208_1650036292 4
1650036292_4188372200 4
4188372200_1568670971 4
1568670971_6808322296 4
6808322296_835352948 4
835352948_1649972301 4
1649972097_1640110025 4
1649972301_835352961 4
1658513408_1650035996 4
1650035996_1640104238 4
1640109957_1640104233 4
835352961_552449847 4
1640104237_1649972260 4
1649972327_1640110044 4
1640104238_1640104234 4
1640104234_1640104235 4
1640104235_1640104237 4
1640110029_1640110036 4
--------LATE PERCENTAGE--------
percent late: 0.0
number late: 0
total classes: 401
--------TIME--------
0:17:53.318745
