students file: ../600_students/f_students.txt, start: 06:30:00, end: 23:59:00, N: 50
--------CROWDED EDGES--------
1533467002_6779375098 17
1640104237_1649972349 10
1649972349_1649972459 10
1649972459_1533467002 10
552449847_1533467002 9
1640110025_1640109957 7
6766624209_1568670974 7
6808309463_181627258 7
1533468569_6808154773 7
1649972016_1533476090 6
1533476090_4188372130 6
4188372130_552450062 6
552450062_6766624209 6
1640104237_1649972260 6
1568670974_552449847 6
1649972260_6808154773 6
1533469125_1533468569 6
1640118178_1649972065 5
1640109957_1640104233 5
1640104233_1640104237 5
1640110010_1640109957 5
1649972065_1640118208 4
1640118264_1640118258 4
1640109950_1640109962 4
1640109952_1640118156 4
1640118156_1640118197 4
1640118197_1533476114 4
1658513408_1650035996 4
1533476114_1649972206 4
1649972206_1533476118 4
1533476118_1649972016 4
1650035996_1640104238 4
1640118208_1649972123 4
1649972123_1640118228 4
1640118228_1658519782 4
1640109971_1640109952 4
181657835_1649972097 4
1649972097_1640110025 4
1658519782_4188372095 4
4188372095_1658501890 4
1658501890_1658519788 4
1658519788_1650036145 4
1649972124_6779375094 4
1650036145_4188372208 4
6779375094_552450801 4
552450801_4188372224 4
4188372208_1650036292 4
4188372224_6779375096 4
6779375096_835352929 4
1650036292_4188372200 4
--------LATE PERCENTAGE--------
percent late: 0.0
number late: 0
total classes: 401
--------TIME--------
0:11:21.399035
